trans_id,customer_id,amount,category,trans_date
470e5a22-e2ca-4bca-a455-93cf78545308,57,212.52,Entertainment,2023-07-11
36c11132-670a-4e1e-8001-8a3f978d7d2e,40,364.69,Utilities,2023-01-21
73699d52-46fe-4ff5-8e86-9543a7231cc0,72,364.4,Groceries,2023-10-13
6b7265cf-5106-468b-a6ec-20ba35294781,75,270.76,Utilities,2023-09-08
aeefcd8e-107d-4a54-8400-82aa3c8c953b,71,484.71,Groceries,2023-06-24
b3c175da-32c3-42cc-a1e1-a8d74948e957,61,357.91,Retail,2023-04-05
810720d1-7d83-4861-9ccc-cd2d16016c25,28,142.13,Dining,2023-08-19
fc4461ff-593a-48dc-b974-0b9af1318072,56,340.07,Dining,2023-12-02
53d51f19-4ab1-4d32-8d3d-2e2b890ca8b6,9,120.74,Entertainment,2023-01-20
8b690a28-3aa4-4820-ad70-d9ea1c17021f,91,218.82,Entertainment,2023-12-23
d9f8398b-7afe-4728-b13a-b6c3960d0080,100,478.29,Groceries,2023-01-10
e27dec6d-7db6-4f8c-a498-d87715689f73,14,72.31,Utilities,2023-07-16
ee77a3dc-2dad-4479-b3e5-4fd4c4068846,2,1854.48,Travel,2023-11-13
f1debc8c-74e9-40bc-b879-b6c5494582e2,71,234.49,Dining,2023-06-02
36de1e65-2210-4e04-8d59-18369794278a,87,358.04,Retail,2023-03-04
ef05bc9e-b346-4cc2-83af-5adbfcd643e1,92,169.52,Utilities,2023-08-07
fd271b70-2340-4c3b-86d2-4ef810142711,72,1842.23,Travel,2023-09-12
a6699580-b344-4a28-adce-cfaf3cab1ee4,59,424.22,Dining,2023-07-10
fed35409-b79a-40ac-9bc4-75e205cbf5ef,97,78.53,Dining,2023-07-14
5a51186f-52ec-49b3-aa57-e0df5deb0a63,56,294.61,Utilities,2023-12-03
08fd450c-9cc7-47d6-a623-8fae6191f977,89,209.97,Retail,2023-07-25
15b507d3-97a0-4cb5-866a-5c94f6107695,82,255.39,Utilities,2023-06-28
d238d919-522a-4320-808e-be379f667903,76,186.08,Utilities,2023-10-28
a8deab45-1e1d-4c11-9ce7-59246636684a,76,159.95,Entertainment,2023-09-27
40da6830-f79a-408a-8c55-c4bc9c5955ed,79,165.68,Entertainment,2023-04-12
a7ee3780-dc40-4ab5-8f9f-e43e7096f80c,81,407.69,Groceries,2023-08-18
adb55ba4-15b7-4499-8488-c7d9f88ba75c,61,140.52,Dining,2023-07-30
db495ebc-1028-44ca-b2b7-b94cd677d0e7,37,425.86,Entertainment,2023-08-05
33ebc306-3153-484a-9c13-89e88aa75701,87,160.06,Entertainment,2023-03-19
0278df1a-13cc-41a3-a004-adf92265d35a,78,356.22,Groceries,2023-08-25
3217bd9a-66d7-4785-9326-fa934795d19f,27,68.07,Groceries,2023-03-29
1e78da42-403c-44fc-8ccd-50cf2591b3ee,49,237.47,Groceries,2023-05-30
43ad51c8-0231-4064-9eff-fa51aee1d0c7,29,458.09,Groceries,2023-02-15
454badf2-2c7b-4a62-a46b-848d1c8c4d08,37,390.47,Travel,2023-08-05
187c09aa-fd23-431a-ac8c-a0843970eb59,78,41.61,Entertainment,2023-07-21
69fcc133-90cc-4d75-8fc6-33ebdba9907c,72,415.98,Utilities,2023-02-14
f7de7768-c12c-4472-bf34-51991203b2db,49,448.08,Dining,2023-07-31
7925cb5c-cda3-42c1-a3cf-44d74e1b6502,66,147.37,Retail,2023-08-21
020cba5b-7e78-49eb-9cf9-40633d606d39,44,444.57,Groceries,2023-05-06
cd4cc22d-74eb-4be5-b584-f35bdeb5317e,17,442.59,Utilities,2023-12-22
5a320265-e903-4243-a612-6781d50affbd,39,1229.23,Travel,2023-04-15
5d28f5a0-4c34-43df-a1d1-ba697068cb26,53,435.42,Utilities,2023-02-25
47e77984-d442-4ee6-96e9-2cd66dd44b85,24,450.41,Groceries,2023-11-13
54ca9796-417a-4110-adbe-9feb5840a816,41,428.79,Entertainment,2023-02-23
56f4b24a-6a5f-4ba3-9aac-0072dbd4e203,84,304.87,Retail,2023-08-20
3d8482f3-ed0a-4978-ae15-74faa84d6784,3,444.13,Retail,2023-10-31
7917f473-70e8-4577-aae6-3e1db75b056d,26,492.11,Dining,2023-11-21
6b674aee-5816-4d16-ab86-1ae077974c08,42,219.14,Utilities,2023-05-13
f0363622-c998-4da1-acfe-aa641c3b615a,19,85.62,Utilities,2023-09-05
3f80331d-e8ae-4d4d-b962-6b7fb4f3a2b8,18,230.23,Retail,2023-09-26
9ad1eed2-85b9-475d-b6b1-6dc05a5ab0bd,74,296.14,Utilities,2023-06-20
c3f7a7fa-7d38-48e8-893e-bcfcb14bfc49,23,117.95,Travel,2023-06-06
aa491d78-76e7-4824-ac0a-b91018f6cf1f,22,134.25,Retail,2023-11-21
198ee0e0-b81e-4d29-8734-0d16054d8842,28,488.37,Retail,2023-07-10
5b8c1694-136d-46d5-9e57-4e4308de24ec,62,416.29,Dining,2023-07-28
9d3d9846-c899-4824-8159-f66f488d3609,55,395.85,Utilities,2023-04-01
5b77c49f-ebb7-4611-894a-c596ba0f56b1,73,228.03,Entertainment,2023-10-24
c31a8fa9-5e5c-49fe-b52a-7952d7d61397,97,461.94,Retail,2023-05-21
0c488cec-7a74-4ce1-82c2-c832b51e2110,36,49.88,Entertainment,2023-08-11
c34ef618-3059-455a-bfd8-6d027f3f2fc6,91,1033.76,Travel,2023-03-05
277b4ca5-66ed-40da-a4c2-5a85cee5c0ff,83,417.98,Dining,2023-08-01
effe23eb-aaaf-4b58-ab1e-bf1b45c51830,28,174.63,Dining,2023-10-08
de9d6273-fe92-4aa1-8554-fe6549dcb759,80,431.21,Retail,2023-10-25
548fd7ff-912a-4d3e-ab6c-1dc9cc631904,47,1443.33,Travel,2023-12-20
11ba061c-7bf5-4146-8201-31a7409496ff,16,227.34,Utilities,2023-04-14
4c07f8d7-5946-49c1-8091-4f52931de616,46,79.13,Entertainment,2023-07-10
99f8e7c6-db92-48ff-b526-f14efd823b75,79,333.66,Retail,2023-08-11
d6539d9e-d870-4a1e-815f-bd2060287dcd,17,212.47,Groceries,2023-06-17
2b9a3a6b-78e5-4f86-ac99-57c5cab26037,63,489.24,Groceries,2023-12-22
ec5cdf88-3755-4699-b5d1-bfa5cdefa3e1,78,241.69,Groceries,2023-11-09
d1a5b415-b95a-4c3d-a406-0960f1da6ac1,65,388.3,Entertainment,2023-03-01
78fbfb76-afda-40a9-966f-62857417ab6f,8,321.56,Dining,2023-11-04
b5a052b8-4335-4ce4-8121-7087b54ddc36,76,154.79,Entertainment,2023-03-26
d0088c62-3b22-4e8b-8950-a0b84b830850,60,1405.92,Travel,2023-01-21
336da6b1-8ba5-4d3e-8d82-668cb1d9c836,56,310.44,Entertainment,2023-07-02
75e2dd19-ee37-4ff4-94aa-cde48b948c77,57,356.49,Retail,2023-09-09
7b20211a-89cf-4229-a525-6815a97868b1,46,449.53,Dining,2023-10-11
8d6e0985-56dd-4144-9b05-c971098d1200,84,238.44,Entertainment,2023-01-21
b470c3ce-05b6-41f9-9e0d-9e5c8769ee16,55,491.53,Utilities,2023-04-04
c603281a-c216-45b2-9243-292ac359f68a,38,372.96,Utilities,2023-10-27
82c76614-ceda-4cab-9e4f-554fc4dd73e5,8,370.81,Groceries,2023-02-02
73da680b-cd66-4a84-bc25-348b1584eb34,3,364.34,Retail,2023-10-09
27084d71-56a2-408d-8bf7-5d4bf6285e8e,13,384.08,Groceries,2023-03-08
fecbec87-01ab-4d3b-a3ae-f1d6b04da27b,55,47.96,Utilities,2023-02-25
c9970878-dbfc-4149-a6f9-d9253b80ff59,32,249.18,Entertainment,2023-06-07
3d82d05a-d702-46d5-9450-ee932016b537,42,48.46,Dining,2023-04-19
3831d68b-8a86-4e6a-a6ec-6f87c09475f9,65,129.83,Retail,2023-02-07
bda3af87-e1c4-45f0-9e34-2c043158575e,50,189.53,Dining,2023-04-19
62c2c7e4-e834-4cbb-91cd-96d428384fa7,40,819.97,Travel,2023-12-11
1c281fcc-ac86-4ef8-9533-e0dcece403d8,4,79.71,Utilities,2023-11-07
aee14b99-0854-4acd-80e8-aa51ef846e7b,63,144.0,Utilities,2023-09-24
bbca57d7-09de-4a5e-bd30-4423d7dc59a8,56,344.9,Dining,2023-09-24
74b9597a-c961-4ae7-a9f9-389b297b0e7f,86,179.89,Utilities,2023-03-28
287c8272-8a58-43c5-9df1-e74aa299febf,81,110.0,Groceries,2023-12-14
f8db959a-85de-457b-a712-f614398900ed,84,45.06,Groceries,2023-07-12
a0c31c86-f2de-490a-adee-28f4d56dc65c,49,175.22,Utilities,2023-09-05
123e593a-4e56-4c9e-86cd-989eca0a0eab,59,404.11,Dining,2023-06-15
00ab68fc-afcf-44c8-9184-8cab8f046681,72,333.24,Retail,2023-06-07
8c96ec92-bb10-46c6-aee7-447a4d06d1b8,37,405.66,Utilities,2023-03-18
4c0045c5-5518-4fa2-afdb-1cee0f136f1c,43,370.86,Retail,2023-12-04
b654509a-4fec-4b31-8782-89a8b1a2ed6f,84,330.21,Travel,2023-10-26
c3b1ad88-8ef8-42e1-aac3-60decfe0dc70,37,14.32,Utilities,2023-05-28
82d987e7-d155-41d8-af4d-34fec85d92dc,55,237.22,Utilities,2023-05-15
e1aa62aa-167d-4270-be21-7b23fc2ffd6c,58,70.79,Dining,2023-12-13
93fe4fd2-e451-44f8-84ae-a7c21418d81d,71,328.91,Groceries,2023-10-31
d573189a-068a-4a1d-8e22-b2adad781f99,46,338.61,Retail,2023-04-24
5f6dda67-fcf6-4e12-8713-a1f90c3be779,91,437.71,Groceries,2023-06-06
1e3388c9-ed78-428d-a428-b3445041352c,54,440.64,Groceries,2023-02-25
cfaa3005-c78b-4957-8ec1-0b92082a23bc,51,261.96,Retail,2023-10-13
91a97ecf-bb9e-41e3-a81c-3fb1e9aa100c,55,337.59,Retail,2023-09-16
f34a1fc4-cf9a-41c2-9342-1989cfae0bf5,94,326.99,Groceries,2023-09-02
42966d51-4e35-471e-a85d-771da235396c,89,378.31,Utilities,2023-05-23
445f8fbb-c095-4f2f-874c-8e0e510db85d,50,160.93,Groceries,2023-10-05
85b87b50-587a-49ea-995b-74bac021dcc8,38,325.4,Travel,2023-07-04
21316be9-e015-4493-be5c-a15e4f337e08,83,322.41,Retail,2023-09-10
cc2c2552-9d3e-4751-a16f-71f2900966a8,55,154.12,Retail,2023-04-20
34acc2b7-d94b-4c26-bbbf-fd2b1b8b2d22,94,458.96,Utilities,2023-12-20
b8d3b43c-6ba3-4b9c-81f2-4133172dfa9d,72,209.18,Utilities,2023-04-22
d1d0d2a7-1d98-4059-a665-938b3455f2d8,36,273.44,Retail,2023-12-18
28d95771-f88b-4850-bf56-de8d3c8c3511,16,368.36,Groceries,2023-09-13
3d1e38ef-0788-4b8a-b127-a6793d729487,20,417.91,Travel,2023-08-12
c995ef53-f89d-4358-8855-852677ad5e96,85,45.66,Retail,2023-03-14
cdae3f03-4904-4370-8a6b-8394883cef19,89,465.53,Groceries,2023-06-11
09cb9a82-d18a-46ff-9023-4664cb1933ed,17,144.53,Entertainment,2023-06-13
4c2b2869-e8f1-4981-afcc-27ca77f72be3,78,287.42,Utilities,2023-01-12
75e43136-6b54-400c-b13e-0bb67f12b66b,76,339.65,Retail,2023-04-21
f1994016-e57a-45b1-8089-7bb30be55dbb,78,490.06,Groceries,2023-06-21
84569714-dee3-4ea0-8463-5d29b93d3295,95,237.68,Utilities,2023-01-31
33c9ed7a-4e3e-418e-a079-5e2ccd9fe0d4,25,384.72,Retail,2023-04-14
ed3c8c5c-5b4a-4e3d-8a98-4db9c3fae1f5,20,198.12,Retail,2023-12-20
2d8982ef-bf39-4487-8959-dba69a5e1bd0,53,329.93,Utilities,2023-10-25
34fc4003-a70c-4ca9-9e85-b7632347426c,75,269.67,Utilities,2023-11-18
bd771fa6-ce2e-4b89-952b-353f4cfb75e0,14,334.43,Retail,2023-09-23
cbd7092c-836b-4e3c-94da-0ecd702de4b8,21,174.38,Utilities,2023-09-20
b14a7629-0689-4b65-a7c0-a54a499c0de6,10,1014.34,Travel,2023-08-09
ed688ce0-8a64-4785-85db-db27fe93132c,24,255.03,Utilities,2023-08-25
f3438a05-3ee7-474a-96cd-2a24bec5c37a,57,435.6,Entertainment,2023-02-16
7a21401a-068e-46fa-94b9-9009285d64e4,34,24.78,Entertainment,2023-09-12
e8285b97-ae6a-4d5b-934e-9188f5eee3ce,87,532.54,Travel,2023-04-16
8cae544a-8e9f-48b5-b183-263b5fe91032,21,292.74,Dining,2023-07-14
fc01cd5a-f0eb-46bb-bc73-8560e69b3afe,10,341.28,Utilities,2023-04-10
78aa8fba-5b0e-465e-9962-59e014e333af,60,35.82,Utilities,2023-06-21
9d450961-67da-4fab-a6cc-03b4465eb27c,89,82.28,Retail,2023-03-19
a0dba3c5-d8f5-43b8-84c5-feea331722f5,31,260.1,Utilities,2023-04-02
f9f36b21-ca6d-481b-8b95-77241c9787fc,23,1565.31,Travel,2023-10-12
018d9858-9248-4d78-b1a5-bdb12dbdf893,79,334.48,Dining,2023-07-20
6b084e43-20c4-4bd3-a2c0-d1aba92dd601,59,227.89,Utilities,2023-09-30
a96e14bc-5831-462b-ba99-b509306cd9df,28,498.66,Utilities,2023-03-12
248d6f81-425e-455a-ba02-f629d13aed90,93,447.96,Utilities,2023-06-26
a610266e-e48e-41d3-b3ff-2095bbdbf9b8,37,314.9,Dining,2023-06-29
3e5d1ecd-f6eb-45db-992b-9ef430a182cd,12,282.44,Dining,2023-09-19
e976c9b9-b488-4f15-9662-6178e86186b1,37,31.22,Utilities,2023-09-22
9073729b-00fe-48ab-85e0-fde606b17abe,97,330.85,Retail,2023-05-21
b313c351-68ad-49f8-a205-31274c573c5a,24,425.99,Entertainment,2023-11-21
43677eff-6865-45d0-ae5d-4afd3239cd0d,11,228.65,Utilities,2023-07-10
8c9670f8-63b7-4c2f-ade3-4ad359f5f9a6,31,283.51,Utilities,2023-11-10
f4c95924-4b69-4029-9ac4-967b53e5fb64,93,417.25,Dining,2023-10-19
8bb5011e-4726-418c-b961-f776186bb67b,24,449.88,Entertainment,2023-11-02
2c4245a3-d060-4ced-aef2-9603ef395261,3,80.36,Retail,2023-05-27
088889e0-e61e-43c5-9695-c2264dc61eeb,91,453.47,Utilities,2023-10-01
b1cd32c3-2d8e-47c3-af68-6ca44c3981a6,72,140.55,Retail,2023-09-06
8e808a69-ef06-4486-bf60-d7957e37e16f,82,130.29,Utilities,2023-12-02
82c43d64-a16f-4352-96d6-d747c985a016,25,121.5,Retail,2023-08-09
160da030-1391-4659-b947-97a0c778841e,28,467.84,Entertainment,2023-12-07
18f5cd77-9179-44e7-8980-50d94c9383e1,93,347.07,Retail,2023-05-08
a7af9459-b2be-473a-86cd-30056c616504,36,343.13,Utilities,2023-09-13
6981a0a8-19b8-46e8-b3df-2d1b9dae1d42,100,93.39,Groceries,2023-09-14
b5720047-5593-4212-8d7e-6b8310f8df8e,41,1859.89,Travel,2023-10-08
ce28cc61-efc3-4086-85c5-607761273eb2,39,235.47,Utilities,2023-08-20
258c47c7-8f42-4c9c-ad6a-0b946df6475b,71,201.32,Utilities,2023-06-15
a7b60406-9527-4ce5-b735-15466d8e8688,10,68.5,Retail,2023-06-26
6c69528a-2d2f-460f-b380-3a3ca2a73c83,34,355.01,Dining,2023-04-13
8cf76eca-ef54-4d2b-a8ac-be9ae91467f9,43,1754.31,Travel,2023-01-13
d2f7e6a2-f843-4508-8912-d60d5b1bd653,12,11.29,Retail,2023-09-22
79f02462-47a3-4645-8e17-1fc348da695c,94,7.18,Retail,2023-04-02
eb08dc6d-e205-4eba-b231-77ccb4ea5a37,84,437.08,Retail,2023-01-30
13f99a4d-80d6-45bd-b71f-0818b333b50b,37,247.91,Entertainment,2023-11-20
